e, G, j2j, j2u, logw1, spelldur1, u2j
1,0.9372,0,1,7.8118,56.5,0
1,0.42916,0,1,6.7497,36.65,0
1,0.12523,1,0,6.1469,47.7,0
1,0.10306,1,0,6.0754,33.8,0
1,0.26343,1,0,6.4676,32.85,0
1,0.43621,1,0,6.7608,23,0
1,0.87382,0,0,7.5714,60,0
1,0.29788,0,1,6.5311,52.95,0
1,0.26017,1,0,6.4614,3.85,0
1,0.34336,1,0,6.6101,29.2,0
1,0.37046,0,0,6.6552,60,0
1,0.88037,0,1,7.5914,5.15,0
1,0.12463,0,1,6.1451,35.6,0
1,0.25121,0,1,6.4441,57.95,0
1,0.98676,0,1,8.2386,0.95,0
1,0.54443,0,0,6.9299,60,0
1,0.19007,1,0,6.3155,51.4,0
1,0.85824,0,0,7.5266,60,0
1,0.026556,1,0,5.6595,11.6,0
1,0.88956,0,0,7.6208,60,0
1,0.68738,0,0,7.1639,60,0
1,0.77408,0,0,7.3278,60,0
1,0.19188,1,0,6.3197,46.15,0
1,0.3736,0,1,6.6604,13,0
1,0.82381,0,1,7.4381,23.6,0
1,0.21531,1,0,6.3711,54.25,0
1,0.75781,0,1,7.2948,42,0
1,0.2163,1,0,6.3732,12.9,0
1,0.95404,0,0,7.9072,60,0
1,0.26502,1,0,6.4706,10.95,0
1,0.28519,0,0,6.5081,60,0
1,0.022776,1,0,5.6188,10.65,0
1,0.20564,1,0,6.3503,17.1,0
0,-1,0,0,-1,15.3,1
1,0.33386,1,0,6.594,15.9,0
1,0.17132,1,0,6.2712,42.15,0
1,0.81978,0,1,7.4285,5.95,0
1,0.49541,0,0,6.8534,60,0
1,0.91,0,0,7.6932,60,0
0,-1,0,0,-1,6.5,1
1,0.51661,0,1,6.8864,56.6,0
1,0.23204,0,0,6.4059,60,0
1,0.27946,0,1,6.4976,1.5,0
1,0.89876,0,1,7.6521,0.85,0
1,0.34814,0,1,6.6181,9.15,0
1,0.40047,0,0,6.704,60,0
1,0.97738,0,0,8.1041,60,0
1,0.67616,0,1,7.1444,7.65,0
1,0.81525,0,0,7.4179,60,0
1,0.78358,0,0,7.3477,60,0
1,0.80729,0,1,7.3996,54.95,0
1,0.42207,1,0,6.7385,5.55,0
1,0.59696,0,1,7.013,3.1,0
1,0.22032,1,0,6.3817,48.8,0
1,0.70091,0,0,7.1879,60,0
1,0.40206,0,0,6.7065,60,0
1,0.74157,0,1,7.2631,14.05,0
0,-1,0,0,-1,2.85,1
1,0.59171,1,0,7.0046,54,0
1,0.66389,0,1,7.1233,3.15,0
1,0.471,0,1,6.8154,5.35,0
1,0.35869,0,1,6.6358,36.45,0
1,0.71501,0,0,7.2134,60,0
1,0.45766,0,1,6.7945,39.8,0
1,0.89226,0,0,7.6298,60,0
1,0.88053,0,0,7.5919,60,0
1,0.70975,1,0,7.2038,47.05,0
1,0.44075,0,0,6.768,60,0
1,0.30244,1,0,6.5392,13.4,0
1,0.0046185,1,0,5.2439,0.35,0
0,-1,0,0,-1,6.3,1
1,0.31339,0,1,6.5586,19.65,0
1,0.66755,0,1,7.1296,7.7,0
1,0.74344,0,1,7.2667,22.85,0
1,0.80327,0,0,7.3905,60,0
1,0.65597,0,1,7.1099,25.15,0
1,0.53199,0,0,6.9104,60,0
1,0.44621,0,1,6.7766,4.05,0
0,-1,0,0,-1,29.45,1
1,0.072995,1,0,5.9577,22.45,0
1,0.54366,0,1,6.9287,24.95,0
1,0.085993,0,1,6.0123,12.65,0
1,0.99564,0,1,8.4892,55.75,0
1,0.66455,0,1,7.1244,24.05,0
1,0.66449,0,0,7.1243,60,0
1,0.30787,1,0,6.5489,1.75,0
1,0.97853,0,0,8.1177,60,0
1,0.86417,0,0,7.5432,60,0
1,0.32015,0,1,6.5704,9.85,0
1,0.0089059,1,0,5.389,46.1,0
1,0.36724,1,0,6.6499,22.65,0
1,0.30464,0,1,6.5432,53.85,0
1,0.55027,0,1,6.939,29.1,0
1,0.345,0,0,6.6129,60,0
1,0.91438,0,0,7.7103,60,0
1,0.87136,0,1,7.5641,54.8,0
1,0.87225,0,0,7.5667,60,0
1,0.17081,0,1,6.27,24.35,0
1,0.48145,1,0,6.8317,23.2,0
1,0.041117,0,1,5.7813,33.6,0
1,0.16325,0,1,6.2512,31.65,0
1,0.85703,0,0,7.5232,60,0
1,0.030911,1,0,5.7008,1.15,0
0,-1,0,0,-1,4.05,1
1,0.86207,0,1,7.5373,33.05,0
0,-1,0,0,-1,16.55,1
0,-1,0,0,-1,20.6,1
1,0.70813,0,0,7.2008,60,0
1,0.18272,0,1,6.2985,15.25,0
1,0.91502,0,1,7.7128,17.65,0
1,0.42647,0,1,6.7454,31.85,0
1,0.31485,1,0,6.5611,7.05,0
1,0.2162,0,1,6.373,11.2,0
1,0.21558,1,0,6.3717,18.15,0
1,0.94051,0,1,7.8288,4.6,0
1,0.49576,0,1,6.854,48.05,0
0,-1,0,0,-1,0.3,1
1,0.33341,1,0,6.5932,12.05,0
1,0.95219,0,1,7.8955,51.4,0
1,0.93955,0,1,7.8237,28.8,0
1,0.3947,1,0,6.6947,18.1,0
1,0.59569,0,0,7.011,60,0
1,0.011006,1,0,5.4383,29.2,0
1,0.65441,0,1,7.1073,5.8,0
1,0.98702,0,1,8.2435,37.05,0
1,0.47194,0,0,6.8168,60,0
1,0.50349,1,0,6.866,45.55,0
1,0.3885,1,0,6.6847,58.8,0
1,0.71035,0,1,7.2049,12.8,0
1,0.87142,0,1,7.5643,18.25,0
1,0.98469,0,1,8.2031,34.35,0
1,0.77168,0,1,7.3228,48.9,0
1,0.6343,0,0,7.0737,60,0
1,0.55291,0,0,6.9432,60,0
1,0.9326,0,0,7.7892,60,0
1,0.82035,0,1,7.4299,30.55,0
0,-1,0,0,-1,0.2,1
1,0.8383,0,0,7.4738,60,0
1,0.55593,0,0,6.9479,60,0
1,0.13753,1,0,6.1827,12.5,0
1,0.12325,1,0,6.1409,10.2,0
1,0.073359,1,0,5.9593,9.65,0
1,0.034324,1,0,5.7298,44.2,0
1,0.45685,1,0,6.7933,59.05,0
1,0.41821,0,0,6.7323,60,0
1,0.12384,1,0,6.1427,1.55,0
1,0.26318,1,0,6.4671,8.7,0
1,0.14018,1,0,6.1901,34.3,0
1,0.31217,1,0,6.5564,17.35,0
1,0.47021,0,1,6.8141,57.4,0
1,0.14398,0,1,6.2007,23.2,0
1,0.78377,0,1,7.3481,1.95,0
0,-1,0,0,-1,14.2,1
1,0.72559,0,1,7.2329,38.55,0
1,0.78686,0,1,7.3546,45.9,0
1,0.46631,1,0,6.808,31.7,0
1,0.63243,1,0,7.0706,22.75,0
0,-1,0,0,-1,2.95,1
1,0.4228,1,0,6.7396,1.85,0
1,0.75461,0,1,7.2885,51.8,0
1,0.084261,1,0,6.0054,45.65,0
1,0.24687,1,0,6.4355,20.7,0
1,0.16028,0,1,6.2437,19.75,0
1,0.55443,0,1,6.9456,24.7,0
1,0.91483,0,0,7.7121,60,0
1,0.50064,0,1,6.8616,28.1,0
1,0.59487,0,1,7.0097,14.75,0
1,0.74013,0,0,7.2604,60,0
0,-1,0,0,-1,10.4,1
1,0.5601,0,0,6.9545,60,0
1,0.53034,0,0,6.9078,60,0
1,0.95326,0,0,7.9022,60,0
1,0.19128,0,0,6.3183,60,0
1,0.3134,0,1,6.5586,22.65,0
1,0.19595,0,1,6.3288,42.25,0
1,0.34382,1,0,6.6109,16.35,0
0,-1,0,0,-1,4.65,1
1,0.6332,0,1,7.0719,13.7,0
1,0.5359,0,0,6.9165,60,0
1,0.32406,0,0,6.5771,60,0
1,0.71896,1,0,7.2206,8.45,0
1,0.20399,1,0,6.3467,5.55,0
1,0.74109,0,1,7.2622,45.1,0
1,0.86406,0,0,7.5429,60,0
1,0.106,1,0,6.0855,16.85,0
1,0.65794,0,0,7.1132,60,0
1,0.18444,1,0,6.3025,37.35,0
1,0.76438,0,1,7.308,11.35,0
1,0.16476,1,0,6.255,11.6,0
1,0.71608,0,1,7.2153,23.25,0
1,0.019003,1,0,5.5721,29.55,0
1,0.030886,0,1,5.7005,0.5,0
0,-1,0,0,-1,0.95,1
1,0.93878,0,1,7.8198,34.45,0
1,0.5706,0,1,6.971,6.35,0
1,0.32865,0,0,6.585,60,0
1,0.49681,0,1,6.8556,13.35,0
1,0.91799,0,1,7.7248,50.25,0
1,0.24326,1,0,6.4284,27,0
1,0.30337,0,0,6.5409,60,0
1,0.99278,0,0,8.3797,60,0
1,0.62643,0,1,7.0608,3.65,0
0,-1,0,0,-1,1.6,1
1,0.80017,0,0,7.3836,60,0
1,0.12496,0,1,6.1461,26.65,0
0,-1,0,0,-1,3.15,1
0,-1,0,0,-1,1.75,1
1,0.44061,0,0,6.7678,60,0
1,0.0040207,1,0,5.2146,8.5,0
1,0.48136,1,0,6.8315,57.8,0
0,-1,0,0,-1,4.1,1
1,0.96629,0,0,7.9964,60,0
1,0.28471,1,0,6.5073,11.4,0
1,0.91944,0,0,7.7308,60,0
1,0.61138,0,1,7.0363,50.35,0
1,0.72113,0,0,7.2246,60,0
1,0.39359,1,0,6.6929,35.8,0
1,0.89037,0,1,7.6235,54.6,0
0,-1,0,0,-1,0.6,1
1,0.66894,0,0,7.1319,60,0
1,0.79734,0,1,7.3774,58.75,0
1,0.6048,0,1,7.0256,16.3,0
1,0.90606,0,0,7.6784,60,0
0,-1,0,0,-1,2.2,1
1,0.33003,0,0,6.5874,60,0
1,0.34155,0,0,6.607,60,0
1,0.71254,0,0,7.2088,60,0
1,0.68227,0,1,7.155,42.25,0
1,0.91929,0,0,7.7302,60,0
1,0.0034159,1,0,5.1807,7.15,0
1,0.48319,0,1,6.8344,40,0
1,0.85074,1,0,7.5062,53.75,0
1,0.094845,1,0,6.0461,22.6,0
1,0.78406,0,0,7.3487,60,0
0,-1,0,0,-1,0.8,1
1,0.65148,0,0,7.1023,60,0
1,0.88943,0,0,7.6204,60,0
1,0.8595,0,1,7.5301,51.85,0
1,0.8456,0,1,7.4926,21.55,0
1,0.86248,0,0,7.5384,60,0
1,0.74533,0,0,7.2703,60,0
0,-1,0,0,-1,9.45,1
1,0.16603,1,0,6.2582,16.75,0
1,0.25758,0,0,6.4564,60,0
0,-1,0,0,-1,5.75,1
1,0.3806,1,0,6.6718,13.5,0
1,0.49706,0,0,6.856,60,0
0,-1,0,0,-1,1,1
1,0.11783,0,0,6.1241,60,0
1,0.56184,0,1,6.9572,51.5,0
0,-1,0,0,-1,1.25,1
1,0.47662,0,1,6.8241,58.2,0
1,0.83189,0,0,7.4578,60,0
1,0.36501,0,1,6.6462,8.35,0
1,0.78516,0,1,7.351,10.7,0
1,0.98356,0,0,8.1856,60,0
1,0.48217,0,1,6.8328,19.2,0
1,0.42577,0,0,6.7443,60,0
1,0.30475,0,1,6.5434,11.2,0
1,0.96824,0,0,8.0129,60,0
1,0.13629,1,0,6.1792,36.15,0
1,0.9963,0,0,8.5238,60,0
1,0.080205,1,0,5.9888,3,0
1,0.22567,1,0,6.3928,24.7,0
1,0.034715,1,0,5.733,31.3,0
1,0.28602,0,1,6.5097,47.4,0
0,-1,0,0,-1,11.5,1
1,0.65938,0,1,7.1157,36.45,0
1,0.063936,0,0,5.915,60,0
1,0.70143,0,0,7.1888,60,0
1,0.74991,0,0,7.2793,60,0
1,0.63391,1,0,7.0731,31.2,0
1,0.13684,0,1,6.1808,8.55,0
1,0.089514,1,0,6.0261,3.75,0
1,0.21194,0,1,6.3639,21.25,0
1,0.58194,1,0,6.989,15.7,0
1,0.40158,1,0,6.7058,31.7,0
1,0.81524,0,0,7.4179,60,0
1,0.68864,0,0,7.1661,60,0
1,0.032693,1,0,5.7163,11.15,0
1,0.84497,0,0,7.491,60,0
1,0.28866,0,1,6.5145,10.3,0
1,0.95122,0,1,7.8895,12.15,0
1,0.014195,0,1,5.4994,42.35,0
0,-1,0,0,-1,24.2,1
1,0.50312,0,0,6.8654,60,0
1,0.39682,0,1,6.6981,26.8,0
0,-1,0,0,-1,5.7,1
1,0.87699,0,1,7.581,11.35,0
1,0.58624,1,0,6.9959,33.35,0
1,0.0037148,1,0,5.1981,12.35,0
0,-1,0,0,-1,4.6,1
1,0.71774,0,0,7.2184,60,0
1,0.18433,0,1,6.3023,15.95,0
1,0.21303,0,0,6.3663,60,0
0,-1,0,0,-1,5.9,1
1,0.30007,0,1,6.535,18.1,0
1,0.34509,0,0,6.613,60,0
1,0.90407,0,1,7.671,43.9,0
1,0.57399,0,0,6.9764,60,0
1,0.95428,0,0,7.9088,60,0
1,0.52555,0,1,6.9004,2.95,0
1,0.85674,0,1,7.5224,43.2,0
1,0.15796,1,0,6.2377,40.5,0
1,0.38869,1,0,6.685,50.95,0
1,0.018464,0,1,5.5648,0.45,0
1,0.47907,0,0,6.828,60,0
1,0.27375,1,0,6.487,52.2,0
1,0.3492,0,0,6.6199,60,0
0,-1,0,0,-1,3.35,1
0,-1,0,0,-1,7.9,1
1,0.35381,1,0,6.6277,5.75,0
1,0.59559,1,0,7.0108,51.15,0
1,0.99519,0,0,8.4686,60,0
1,0.106,1,0,6.0855,7,0
1,0.32496,1,0,6.5787,21.45,0
1,0.72743,0,1,7.2363,18.55,0
1,0.49333,1,0,6.8502,5.75,0
1,0.7772,0,0,7.3343,60,0
1,0.74395,0,1,7.2677,9.15,0
1,0.34572,0,0,6.6141,60,0
1,0.37609,0,0,6.6645,60,0
1,0.26569,1,0,6.4719,1.95,0
1,0.35387,0,1,6.6277,20.3,0
1,0.24802,1,0,6.4378,13.65,0
1,0.18671,0,1,6.3078,8.15,0
1,0.0038533,1,0,5.2057,0.6,0
1,0.55154,0,0,6.941,60,0
1,0.81426,0,0,7.4156,60,0
1,0.12705,1,0,6.1523,8.8,0
1,0.1335,1,0,6.1712,41.3,0
1,0.88207,0,1,7.5967,13.45,0
0,-1,0,0,-1,30.85,1
1,0.70345,0,0,7.1924,60,0
1,0.91578,0,1,7.7158,1.85,0
1,0.019698,1,0,5.5812,17.7,0
0,-1,0,0,-1,1.9,1
1,0.39264,1,0,6.6914,36.2,0
1,0.17953,1,0,6.291,1.65,0
1,0.62082,0,0,7.0516,60,0
1,0.0059368,1,0,5.2981,17.6,0
0,-1,0,0,-1,3.35,1
1,0.65547,0,0,7.1091,60,0
1,0.54229,0,0,6.9265,60,0
0,-1,0,0,-1,16.25,1
1,0.72847,0,0,7.2383,60,0
1,0.46907,0,1,6.8124,1.35,0
1,0.49189,1,0,6.8479,56.45,0
1,0.64665,0,1,7.0942,11.35,0
1,0.42914,0,1,6.7497,27.15,0
1,0.81763,0,0,7.4234,60,0
1,0.52266,0,1,6.8958,12.2,0
0,-1,0,0,-1,1.35,1
0,-1,0,0,-1,25.65,1
1,0.10709,1,0,6.0891,43.6,0
1,0.89033,0,0,7.6234,60,0
1,0.21527,1,0,6.371,22.4,0
1,0.69964,0,0,7.1856,60,0
1,0.83133,1,0,7.4564,24.25,0
1,0.63227,0,1,7.0704,16.8,0
1,0.199,0,1,6.3357,25.05,0
1,0.49385,0,1,6.851,30.4,0
1,0.43433,1,0,6.7579,36.8,0
1,0.13651,0,0,6.1798,60,0
1,0.95595,0,1,7.9197,54.6,0
0,-1,0,0,-1,7.9,1
1,0.5952,1,0,7.0102,37.85,0
1,0.52371,0,0,6.8975,60,0
1,0.087936,1,0,6.02,6.1,0
1,0.075766,1,0,5.9699,33.8,0
1,0.55571,0,0,6.9476,60,0
1,0.15178,1,0,6.2216,4.5,0
1,0.56954,0,0,6.9694,60,0
1,0.083085,1,0,6.0007,8.45,0
1,0.50432,1,0,6.8673,6.85,0
1,0.23582,1,0,6.4135,50.3,0
1,0.00074804,1,0,4.8885,21.9,0
1,0.56802,0,0,6.967,60,0
1,0.082976,0,0,6.0002,60,0
1,0.52969,0,1,6.9068,28.95,0
1,0.28971,1,0,6.5164,35.15,0
0,-1,0,0,-1,6.35,1
0,-1,0,0,-1,44.95,1
1,0.59767,0,0,7.0142,60,0
1,0.3677,0,0,6.6507,60,0
1,0.89582,0,1,7.6419,31.05,0
1,0.94638,0,0,7.8609,60,0
1,0.22433,1,0,6.39,49,0
1,0.52338,0,0,6.897,60,0
1,0.42007,0,1,6.7353,28.85,0
1,0.93041,0,1,7.779,13.35,0
1,0.85098,0,0,7.5068,60,0
1,0.19628,0,0,6.3296,60,0
1,0.33833,1,0,6.6016,25.95,0
1,0.10503,0,0,6.0822,60,0
1,0.51925,0,1,6.8905,39.5,0
1,0.60594,0,0,7.0275,60,0
1,0.0067235,1,0,5.3256,51.65,0
0,-1,0,0,-1,13.85,1
1,0.20316,0,1,6.3449,7.35,0
1,0.8564,0,0,7.5215,60,0
1,0.39633,1,0,6.6973,31.25,0
1,0.062437,1,0,5.9075,0.45,0
1,0.57132,0,0,6.9722,60,0
1,0.71065,0,1,7.2054,14.8,0
1,0.88142,0,1,7.5947,44.05,0
1,0.57665,0,1,6.9806,23.15,0
1,0.42158,1,0,6.7377,26,0
0,-1,0,0,-1,8.45,1
1,0.7315,0,1,7.2439,27.85,0
0,-1,0,0,-1,13.3,1
1,0.82987,0,1,7.4528,6,0
0,-1,0,0,-1,12.15,1
1,0.73859,0,1,7.2574,27.5,0
1,0.36436,1,0,6.6452,17.6,0
0,-1,0,0,-1,6.75,1
1,0.33893,0,0,6.6026,60,0
1,0.52164,0,0,6.8943,60,0
1,0.22692,1,0,6.3954,46.35,0
1,0.82032,0,1,7.4298,55.1,0
1,0.45417,0,0,6.7891,60,0
1,0.76522,0,1,7.3097,14.35,0
1,0.016586,1,0,5.5378,7.35,0
0,-1,0,0,-1,7.6,1
1,0.5914,1,0,7.0041,55.4,0
1,0.59397,0,0,7.0082,60,0
1,0.23303,1,0,6.4079,18.75,0
1,0.1244,1,0,6.1444,27.15,0
1,0.56948,1,0,6.9693,45.95,0
1,0.66205,0,1,7.1202,16.9,0
1,0.24963,1,0,6.441,37,0
1,0.29037,0,1,6.5176,16.5,0
1,0.60095,0,1,7.0194,31.45,0
1,0.60716,0,0,7.0294,60,0
1,0.81882,0,1,7.4262,40.05,0
1,0.67621,0,0,7.1444,60,0
1,0.84403,0,1,7.4885,37.75,0
1,0.55423,0,1,6.9452,52.3,0
1,0.97257,0,1,8.0529,12.2,0
1,0.36427,0,1,6.645,0.6,0
1,0.73445,1,0,7.2495,13.35,0
1,0.44609,1,0,6.7764,4.75,0
1,0.51501,0,1,6.8839,19.1,0
1,0.91192,0,1,7.7006,23.5,0
1,0.79112,0,0,7.3638,60,0
1,0.90976,0,0,7.6923,60,0
1,0.64758,0,0,7.0958,60,0
1,0.91918,0,0,7.7297,60,0
1,0.86458,0,1,7.5444,59.25,0
1,0.30349,0,1,6.5411,23.1,0
1,0.9865,0,0,8.234,60,0
1,0.9675,0,1,8.0065,2.6,0
0,-1,0,0,-1,3.65,1
1,0.40209,0,0,6.7066,60,0
1,0.97488,0,0,8.0765,60,0
1,0.15311,0,1,6.2251,19.3,0
1,0.51557,0,1,6.8848,12.2,0
1,0.59656,0,0,7.0124,60,0
1,0.34697,0,1,6.6162,22.9,0
1,0.47338,0,1,6.8191,20,0
1,0.23435,0,0,6.4106,60,0
1,0.8675,0,1,7.5528,51.65,0
1,0.97365,0,1,8.0637,11.65,0
1,0.17015,1,0,6.2684,19,0
1,0.51784,0,0,6.8883,60,0
1,0.10081,1,0,6.0675,21.6,0
1,0.041819,1,0,5.7862,10.65,0
1,0.82413,0,1,7.4389,0.35,0
1,0.98428,0,1,8.1967,14.9,0
1,0.66924,0,1,7.1325,4.6,0
1,0.50557,0,1,6.8692,48.95,0
1,0.65699,0,1,7.1116,23.9,0
1,0.37904,1,0,6.6693,7.95,0
1,0.61078,0,1,7.0353,3.45,0
1,0.089135,1,0,6.0246,47.5,0
1,0.44465,0,0,6.7741,60,0
1,0.86454,0,0,7.5443,60,0
1,0.34327,0,0,6.6099,60,0
1,0.45529,1,0,6.7908,12.5,0
1,0.57989,1,0,6.9858,11.95,0
1,0.096474,0,1,6.052,13.3,0
1,0.90933,1,0,7.6907,5.4,0
1,0.21341,0,0,6.3671,60,0
1,0.31517,0,1,6.5617,41.35,0
1,0.1807,1,0,6.2937,10.8,0
1,0.6365,0,0,7.0774,60,0
1,0.58554,0,0,6.9948,60,0
0,-1,0,0,-1,10.4,1
1,0.078616,1,0,5.9822,32.9,0
0,-1,0,0,-1,1.5,1
1,0.40796,1,0,6.716,57.7,0
1,0.89867,0,0,7.6517,60,0
0,-1,0,0,-1,0.6,1
1,0.49562,1,0,6.8537,15.75,0
1,0.047825,0,1,5.8257,18.75,0
1,0.63863,0,1,7.0809,49.9,0
1,0.97281,0,0,8.0553,60,0
1,0.085647,1,0,6.011,11.45,0
1,0.32083,0,0,6.5715,60,0
1,0.13598,1,0,6.1783,8.3,0
1,0.083703,1,0,6.0032,22.3,0
1,0.5888,0,1,7,21.95,0
1,0.82423,0,0,7.4391,60,0
1,0.081488,0,1,5.9941,51.55,0
0,-1,0,0,-1,16.9,1
1,0.26251,0,0,6.4658,60,0
1,0.53533,0,1,6.9156,20.05,0
1,0.31769,0,1,6.5661,29.25,0
1,0.83336,0,1,7.4614,10.35,0
1,0.78304,0,0,7.3465,60,0
1,0.064161,1,0,5.9161,19.4,0
0,-1,0,0,-1,0.8,1
1,0.51366,0,0,6.8818,60,0
1,0.6288,0,0,7.0647,60,0
1,0.73539,0,1,7.2513,38.7,0
1,0.14955,0,0,6.2157,60,0
1,0.34519,1,0,6.6132,5.5,0
1,0.54991,0,0,6.9385,60,0
1,0.79691,0,1,7.3764,23.15,0
1,0.80165,0,0,7.3869,60,0
1,0.56872,0,1,6.9681,20.1,0
1,0.467,1,0,6.8091,47.55,0
1,0.84522,0,1,7.4916,59.35,0
1,0.82782,0,0,7.4478,60,0
1,0.90804,0,1,7.6858,9.1,0
1,0.48881,1,0,6.8431,1,0
1,0.52609,0,0,6.9012,60,0
1,0.48472,0,1,6.8368,51.45,0
1,0.40212,0,1,6.7066,17.25,0
1,0.26876,1,0,6.4777,36.8,0
1,0.73046,0,1,7.242,16.7,0
1,0.48011,0,1,6.8296,21.6,0
1,0.29331,1,0,6.5229,46.45,0
1,0.10679,0,0,6.0881,60,0
1,0.13845,1,0,6.1853,3.85,0
1,0.75402,0,0,7.2873,60,0
1,0.66346,0,1,7.1226,49.95,0
1,0.51355,0,1,6.8817,14.15,0
1,0.44932,1,0,6.7815,36,0
1,0.39892,1,0,6.7015,25.7,0
1,0.55093,0,0,6.9401,60,0
1,0.6021,0,1,7.0213,13.65,0
1,0.8705,0,1,7.5615,17.6,0
1,0.13681,1,0,6.1807,16.4,0
1,0.62491,0,0,7.0583,60,0
1,0.78484,0,0,7.3503,60,0
1,0.74906,0,0,7.2776,60,0
1,0.5089,0,0,6.8744,60,0
1,0.62251,0,1,7.0544,7.5,0
1,0.10017,1,0,6.0653,14.45,0
0,-1,0,0,-1,10.55,1
1,0.30793,0,0,6.549,60,0
1,0.12179,1,0,6.1364,1.55,0
1,0.090599,1,0,6.0302,2.75,0
1,0.91557,0,0,7.715,60,0
1,0.76366,0,0,7.3065,60,0
0,-1,0,0,-1,8.65,1
1,0.69132,0,1,7.1708,23.75,0
1,0.29234,0,1,6.5211,50.1,0
1,0.96278,0,1,7.9684,4.7,0
1,0.31276,0,1,6.5575,49,0
1,0.068351,0,0,5.9364,60,0
1,0.49783,1,0,6.8572,36.3,0
1,0.56808,1,0,6.9671,1.7,0
1,0.28101,1,0,6.5005,20.5,0
1,0.93322,0,0,7.7922,60,0
1,0.4494,0,1,6.7816,5.85,0
1,0.75547,0,0,7.2902,60,0
1,0.38598,0,1,6.6806,2.5,0
1,0.42055,1,0,6.7361,33.95,0
1,0.8036,0,1,7.3913,33.95,0
1,0.2049,0,0,6.3487,60,0
1,0.74793,1,0,7.2754,29.45,0
1,0.25747,1,0,6.4562,28.4,0
1,0.50478,1,0,6.868,10.55,0
1,0.031995,1,0,5.7103,16.6,0
1,0.85754,0,0,7.5246,60,0
1,0.83523,0,0,7.4661,60,0
1,0.58877,0,1,6.9999,19.85,0
1,0.13479,1,0,6.1749,8.95,0
1,0.45926,0,1,6.797,34.8,0
1,0.62472,0,1,7.058,14.55,0
1,0.98589,0,1,8.2233,1.5,0
1,0.85212,0,0,7.5099,60,0
0,-1,0,0,-1,16.85,1
1,0.60552,0,0,7.0268,60,0
1,0.82451,0,1,7.4398,32,0
0,-1,0,0,-1,2.7,1
1,0.99018,0,0,8.3095,60,0
1,0.1019,1,0,6.0713,9.5,0
1,0.0306,1,0,5.698,29.85,0
1,0.69219,0,1,7.1724,55.1,0
1,0.32404,0,1,6.5771,6.3,0
1,0.063659,0,0,5.9136,60,0
1,0.37332,1,0,6.6599,56.7,0
1,0.32604,1,0,6.5806,55.25,0
1,0.98781,0,0,8.2586,60,0
1,0.033869,1,0,5.7261,30.7,0
1,0.17826,1,0,6.288,32.05,0
1,0.12421,1,0,6.1438,32.45,0
1,0.79997,0,0,7.3832,60,0
1,0.84363,0,1,7.4875,37.5,0
1,0.83323,0,0,7.4611,60,0
0,-1,0,0,-1,8.6,1
1,0.052232,1,0,5.8523,9.15,0
1,0.11314,1,0,6.1091,19.9,0
1,0.85538,0,1,7.5187,21.35,0
1,0.93609,0,1,7.8062,23.9,0
1,0.48647,0,1,6.8395,2.95,0
1,0.16406,1,0,6.2533,48.35,0
1,0.45832,1,0,6.7956,6.95,0
1,0.089049,1,0,6.0243,19.1,0
1,0.48737,0,0,6.8409,60,0
1,0.30352,1,0,6.5412,38.9,0
1,0.16483,0,0,6.2552,60,0
1,0.38823,1,0,6.6842,23.1,0
1,0.30157,0,0,6.5377,60,0
1,0.70291,0,1,7.1914,27.45,0
1,0.45634,1,0,6.7925,53.35,0
1,0.0084182,1,0,5.3761,5.85,0
1,0.078036,1,0,5.9797,6.3,0
1,0.84149,1,0,7.482,21.55,0
1,0.35388,0,0,6.6278,60,0
1,0.22364,1,0,6.3886,31.85,0
1,0.12857,1,0,6.1568,28.35,0
0,-1,0,0,-1,0.55,1
0,-1,0,0,-1,9.15,1
1,0.49552,1,0,6.8536,11.5,0
1,0.1559,0,0,6.2324,60,0
1,0.4272,0,1,6.7466,47.3,0
1,0.14668,0,1,6.208,10.2,0
0,-1,0,0,-1,2.2,1
1,0.98376,0,1,8.1886,38.4,0
1,0.72123,1,0,7.2248,4.35,0
1,0.067521,1,0,5.9324,1.8,0
1,0.76996,0,1,7.3193,40.55,0
1,0.17635,1,0,6.2834,4.1,0
1,0.45585,0,1,6.7917,25.4,0
1,0.51115,1,0,6.8779,20.15,0
1,0.18463,1,0,6.303,4.8,0
1,0.24544,0,0,6.4327,60,0
1,0.31116,0,1,6.5547,2.7,0
1,0.75866,0,0,7.2965,60,0
1,0.099201,0,1,6.0618,9.7,0
1,0.84893,0,0,7.5014,60,0
1,0.88798,0,1,7.6156,12.1,0
1,0.42857,0,0,6.7488,60,0
1,0.57592,0,1,6.9795,42.8,0
1,0.96329,0,1,7.9723,39.55,0
1,0.2315,0,0,6.4048,60,0
1,0.11017,1,0,6.0994,10.95,0
1,0.98657,0,1,8.2351,34.25,0
1,0.16996,1,0,6.2679,24.2,0
1,0.67541,0,0,7.1431,60,0
1,0.12522,1,0,6.1468,41.4,0
1,0.21365,0,1,6.3676,0.45,0
0,-1,0,0,-1,26.4,1
1,0.11582,1,0,6.1177,1.9,0
1,0.28421,0,1,6.5063,28.25,0
1,0.4096,1,0,6.7186,35.65,0
1,0.33313,0,0,6.5927,60,0
0,-1,0,0,-1,7,1
1,0.57817,0,1,6.983,31.8,0
1,0.78746,0,1,7.3559,17,0
1,0.15586,1,0,6.2323,40.15,0
1,0.6777,0,0,7.147,60,0
1,0.69407,0,1,7.1757,35.35,0
1,0.63313,0,1,7.0718,19.15,0
